player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Neil Farrell Jr.,2022,4,4.380304,1.095076,0.720304,0.005,5.373341,1.343335,0.883601,00-0038093,2023,KC,DL,DT,92.0,1998-09-09,LV,126.0,25.0
Daniel Wise,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035423,2023,KC,DL,DE,96.0,1996-01-16,,,28.0
Charles Omenihu,2023,2,16.0,8.0,8.6,0.036,18.177936,9.088968,9.770641,00-0035279,2023,KC,DL,DE,90.0,1997-08-20,HOU,161.0,26.0
George Karlaftis,2022,4,11.935476,2.983869,11.935476,0.014,14.641309,3.660327,14.641309,00-0037192,2023,KC,DL,DE,56.0,2001-04-03,KC,30.0,23.0
Felix Anudike-Uzomah,2023,4,11.81782,2.954455,11.81782,0.013,13.426473,3.356618,13.426473,00-0039006,2023,KC,DL,DE,97.0,2002-01-24,KC,31.0,22.0
Jordan Smith,2021,4,4.219588,1.054897,0.739588,0.006,5.905111,1.476278,1.035018,00-0036868,2023,KC,LB,OLB,92.0,,JAX,121.0,
Joshua Kaindoh,2021,4,3.979344,0.994836,0.499344,0.005,5.568901,1.392225,0.698808,00-0036632,2023,KC,DL,DE,59.0,,KC,144.0,
B.J. Thompson,2023,4,4.111648,1.027912,0.271648,0.005,4.67133,1.167832,0.308625,00-0038983,2023,KC,DL,DE,53.0,1999-03-23,KC,166.0,25.0
Mike Danna,2020,4,3.55866,0.889665,0.26366,0.004,4.58568,1.14642,0.339752,00-0036378,2023,KC,DL,DE,51.0,1997-12-01,KC,177.0,26.0
Malik Herring,2021,3,2.45,0.816667,0.15,0.004,3.428658,1.142886,0.209918,00-0036682,2023,KC,DL,DE,94.0,1997-11-09,,,26.0
